City Name,Zone Name,Ward name,Ward No ,Open space name/no,Open space heirarchy/ typology (refer to URDPFI),Open space area (in sqkm),Number of Tree (ward/public space street)
Lucknow,8,Vidyawati II,NA,Park no 6 in front of Tikonia Park MNL86,NA,37882,NA
Lucknow,8,Vidyawati II,NA,Park no 9 in front of E2/97,NA,2360,NA
Lucknow,8,Vidyawati II,NA,In front of the park no 1212MDS97,NA,3820,NA
Lucknow,8,Vidyawati II,NA,In front of park no 16C / 20 and C / 27,NA,5508,NA
Lucknow,8,Vidyawati I,NA,Park in front of E65 and 66,NA,495,NA
Lucknow,8,Vidyawati I,NA,Park in front of E214,NA,435,NA
Lucknow,8,Vidyawati I,NA,Park in front of E84,NA,896,NA
Lucknow,8,Vidyawati I,NA,Park in front of the E179,NA,456,NA
Lucknow,8,Vidyawati I,NA,Park in front of the E171,NA,468,NA
Lucknow,8,Vidyawati I,NA,Park in front of SS262,NA,336,NA
Lucknow,8,Vidyawati I,NA,Park in front of the e327,NA,1936,NA
Lucknow,8,Vidyawati I,NA,Park in front of the E547,NA,1776,NA
Lucknow,8,Vidyawati I,NA, Park in front of the LD74,NA,8208,NA
Lucknow,8,Vidyawati I,NA,Park in front of E125,NA,520,NA
Lucknow,8,Vidyawati I,NA,Park in front of the E192,NA,276,NA
Lucknow,8,Vidyawati I,NA, ESS32 open land in front of,NA,990,NA
Lucknow,8,Vidyawati I,NA,Park in front of 2 / 125,NA,1920,NA
Lucknow,8,Vidyawati I,NA,Park in front of SS203,NA,240,NA
Lucknow,8,Vidyawati I,NA,Openland in front of SS317,NA,288,NA
Lucknow,8,Vidyawati I,NA,Park in front of E17 and 176,NA,2112,NA
Lucknow,8,Vidyawati I,NA, Park in front of the LIG 2/96,NA,8880,NA
Lucknow,8,Vidyawati I,NA,Park in front of 331 open land,NA,400,NA
Lucknow,8,Vidyawati I,NA,Park in front of MD83,NA,4884,NA
Lucknow,8,Vidyawati I,NA, Hole land in front of LD82,NA,4864,NA
Lucknow,8,Vidyawati I,NA,Park in front of SS291,NA,8064,NA
Lucknow,8,Vidyawati I,NA,Park in front of SS212,NA,400,NA
Lucknow,8,Vidyawati I,NA,Park in front of D2/209,NA,2640,NA
Lucknow,8,Vidyawati I,NA,Park in front of 2 / 27,NA,1120,NA
Lucknow,8,Vidyawati III,NA,Park in front of the Mn0A1625,NA,6776,NA
Lucknow,8,Vidyawati III,NA,Park ahead of MIG1708,NA,1456,NA
Lucknow,8,Vidyawati III,NA, B56 ??and B44 open land,NA,3480,NA
Lucknow,8,Vidyawati III,NA, Park ahead of MIG252 and 278,NA,3420,NA
Lucknow,8,Vidyawati III,NA, Park in front of MIG50,NA,3965,NA
Lucknow,8,Vidyawati III,NA, Park ahead of MIG99 and 87,NA,4500,NA
Lucknow,8,Vidyawati III,NA, Park opposite MIGC17 and C11,NA,4350,NA
Lucknow,8,Vidyawati III,NA, Park ahead of MIG217 and 228,NA,5512,NA
Lucknow,8,Vidyawati III,NA, Park opposite MIGB40 and B43,NA,1259,NA
Lucknow,8,Vidyawati III,NA, Park ahead of MIG996 and 942,NA,3060,NA
Lucknow,8,Vidyawati III,NA, Parks in front of EWS493 and 503,NA,1230,NA
Lucknow,8,Vidyawati III,NA,Park NM13EWS1185 and Park 1171,NA,2000,NA
Lucknow,8,Vidyawati III,NA,Park no8 PMpark in front of LIG743,NA,1800,NA
Lucknow,8,Vidyawati III,NA,In front of Park No9 PMLIG367368,NA,1739,NA
Lucknow,8,Vidyawati III,NA,In front of Park no10 MnLIG181221,NA,2640,NA
Lucknow,8,Vidyawati III,NA,In front of Park no15 MnMIG1 / 2651 / 266,NA,2640,NA
Lucknow,8,Vidyawati III,NA,Park no 16 LiG1 / 273282,NA,2592,NA
Lucknow,8,Vidyawati III,NA,Park N020 MIG 2/56 and 2/57 in front,NA,5904,NA
Lucknow,8,Vidyawati III,NA,Park in front of MN0LIG1573,NA,3264,NA
Lucknow,8,Vidyawati III,NA,Park in front of the Mn0A1470,NA,3010,NA
Lucknow,8,Vidyawati III,NA,Park in front of E603,NA,1120,NA
Lucknow,8,Vidyawati III,NA,Park in front of the A892,NA,1094,NA
Lucknow,8,Vidyawati III,NA,Park in front ofA35,NA,1000,NA
Lucknow,8,Vidyawati III,NA, EWS460 and 468 open land,NA,2340,NA
Lucknow,8,Vidyawati III,NA, Parks in front of EWS59 and 78,NA,3256,NA
Lucknow,8,Vidyawati III,NA,Park NM12EWS254 and 268 Parks,NA,2793,NA
Lucknow,8,Vidyawati III,NA,Openland in front of EWS1199 and 1140,NA,1950,NA
Lucknow,8,Vidyawati III,NA,Park NM 1515EWS1441 and Park 1567,NA,1645,NA
Lucknow,8,Vidyawati III,NA,Park No 16 Park  Opposite EWS 1681 and 1654,NA,2700,NA
Lucknow,8,Vidyawati III,NA,Openland in front of D2/17,NA,120,NA
Lucknow,8,Vidyawati III,NA,In front of park no 022D2 / 2127,NA,0,NA
Lucknow,8,Vidyawati III,NA,In front of park no 03 EWS734,NA,2025,NA
Lucknow,8,Vidyawati III,NA,Park no 04EWS892903,NA,2068,NA
Lucknow,8,Vidyawati III,NA,Openland in front of EWS296,NA,1855,NA
Lucknow,8,Vidyawati III,NA,Openland in front of EWS120,NA,550,NA
Lucknow,8,Vidyawati III,NA,In front of park no 7EWS46,NA,756,NA
Lucknow,8,Vidyawati III,NA,Park NM11EWS156 Front,NA,1530,NA
Lucknow,8,Vidyawati III,NA,In front of park no 17EWS19291536,NA,2438,NA
Lucknow,8,Vidyawati III,NA,Park no18 park park in front of MWS134,NA,2915,NA
Lucknow,8,Vidyawati III,NA,Openland in front of EWS13343,NA,1463,NA
Lucknow,8,Vidyawati III,NA,Park no 21mnlig in front of 1/41 and 1/57,NA,3149,NA
Lucknow,8,Vidyawati III,NA,Openland in front of EWS811,NA,273,NA
Lucknow,8,Vidyawati III,NA,Park in front of the A875,NA,832,NA
Lucknow,8,Vidyawati III,NA,Eastern Park of Mt 0A875,NA,832,NA
Lucknow,8,Vidyawati III,NA,Park in front of ME 0E320,NA,3096,NA
Lucknow,8,Vidyawati III,NA,Park in front of E226,NA,960,NA
Lucknow,8,Vidyawati III,NA,Park in front of the E1173,NA,1056,NA
Lucknow,8,Vidyawati III,NA,Park in front of S / J3,NA,960,NA
Lucknow,8,Vidyawati III,NA,Park in front of 2 / 32,NA,792,NA
Lucknow,8,Vidyawati III,NA,Park in front of 2 / 223,NA,1800,NA
Lucknow,8,Vidyawati III,NA,Park in front of 2 / 304,NA,1215,NA
Lucknow,8,Vidyawati III,NA,Park in front of 2 / 150,NA,1288,NA
Lucknow,8,Vidyawati III,NA,Parks in front of 1/100,NA,1100,NA
Lucknow,8,Vidyawati III,NA,Park in front of,NA,1440,NA
Lucknow,8,Vidyawati III,NA,Park in front of the 1st,NA,1350,NA
Lucknow,8,Vidyawati III,NA,Park in front of1/135,NA,1378,NA
Lucknow,8,Vidyawati III,NA,Park near primary school,NA,1410,NA
