"id","year","state_name","state_code","sector","quantity"
2554,"2017","Telangana","36","Textiles and Rayons",0.02
2555,"2020","Telangana","36","Power (Captive)",2.99
2556,"2020","Telangana","36","Textiles and Rayons",0.01
2557,"2016","Telangana","36","Other Basic-Metal (Aluminium Etc)",0.07
2558,"2016","Telangana","36","Textiles and Rayons",0.02
2559,"2016","Telangana","36","Power (Captive)",1.3
2560,"2021","Telangana","36","Sponge Iron",0.06
2561,"2019","Telangana","36","Cement",1.71
2562,"2020","Telangana","36","Pulp and Paper",0.84
2563,"2016","Telangana","36","Sponge Iron",0.07
2564,"2017","Telangana","36","Pulp and Paper",0.53
2565,"2016","Telangana","36","Power (Utility)",24.61
2566,"2020","Telangana","36","Sponge Iron",0.07
2567,"2017","Telangana","36","Other Basic-Metal (Aluminium Etc)",0.08
2568,"2017","Telangana","36","Power (Utility)",27.99
2569,"2019","Telangana","36","Sponge Iron",0.19
2570,"2016","Telangana","36","Pulp and Paper",0.47
2571,"2019","Telangana","36","Power (Captive)",1.68
2572,"2015","Telangana","36","Other",5.0
2573,"2021","Telangana","36","Pulp and Paper",0.8
2574,"2020","Telangana","36","Other",1.76
2575,"2021","Telangana","36","Other",1.33
2576,"2021","Telangana","36","Power (Captive)",1.05
2577,"2020","Telangana","36","Cement",1.25
2578,"2019","Telangana","36","Pulp and Paper",0.78
2579,"2018","Telangana","36","Textiles and Rayons",0.02
2580,"2019","Telangana","36","Other",2.24
2581,"2015","Telangana","36","Bricks",0.01
2582,"2021","Telangana","36","Chemical",0.06
2583,"2017","Telangana","36","Other",2.13
2584,"2020","Telangana","36","Power (Utility)",28.3
2585,"2018","Telangana","36","Other",2.55
2586,"2017","Telangana","36","Chemical",0.14
2587,"2020","Telangana","36","Other Basic-Metal (Aluminium Etc)",0.11
2588,"2018","Telangana","36","Power (Captive)",1.51
2589,"2018","Telangana","36","Cement",1.44
2590,"2021","Telangana","36","Other Basic-Metal (Aluminium Etc)",0.11
2591,"2021","Telangana","36","Textiles and Rayons",0.01
2592,"2018","Telangana","36","Power (Utility)",33.44
2593,"2015","Telangana","36","Textiles and Rayons",0.02
2594,"2018","Telangana","36","Chemical",0.12
2595,"2015","Telangana","36","Chemical",0.17
2596,"2019","Telangana","36","Power (Utility)",31.87
2597,"2016","Telangana","36","Bricks",0.01
2598,"2016","Telangana","36","Chemical",0.17
2599,"2017","Telangana","36","Colliery Own - Consumption",0.01
2600,"2019","Telangana","36","Textiles and Rayons",0.02
2601,"2017","Telangana","36","Power (Captive)",1.06
2602,"2016","Telangana","36","Other",2.55
2603,"2019","Telangana","36","Other Basic-Metal (Aluminium Etc)",0.11
2604,"2015","Telangana","36","Power (Captive)",1.45
2605,"2018","Telangana","36","Sponge Iron",0.2
2606,"2018","Telangana","36","Other Basic-Metal (Aluminium Etc)",0.09
2607,"2017","Telangana","36","Cement",1.17
2608,"2017","Telangana","36","Sponge Iron",0.08
2609,"2021","Telangana","36","Cement",1.17
2610,"2018","Telangana","36","Pulp and Paper",0.66
2611,"2016","Telangana","36","Cement",1.46
2612,"2019","Telangana","36","Chemical",0.12
2613,"2020","Telangana","36","Chemical",0.11
2614,"2015","Telangana","36","Power (Utility)",26.7
2615,"2016","Telangana","36","Colliery Own - Consumption",0.04
2616,"2014","Uttar Pradesh","9","Other Basic-Metal (Aluminium Etc)",0.26
2617,"2015","Uttar Pradesh","9","Power (Utility)",8.03
2618,"2016","Uttar Pradesh","9","Fertilisers",0.24
2619,"2006","Uttar Pradesh","9","Other",3.36
2620,"2013","Uttar Pradesh","9","Power (Utility)",0.43
2621,"2017","Uttar Pradesh","9","Power (Utility)",7.72
2622,"2013","Uttar Pradesh","9","Power (Captive)",4.21
2623,"2008","Uttar Pradesh","9","Other",2.87
2624,"2016","Uttar Pradesh","9","Metallurgical Use- Cokeries",0.13
2625,"2012","Uttar Pradesh","9","Metallurgical Use- Cokeries",0.07
2626,"2016","Uttar Pradesh","9","Power (Utility)",2.96
2627,"2021","Uttar Pradesh","9","Fertilisers",0.13
2628,"2012","Uttar Pradesh","9","Other",3.91
2629,"2017","Uttar Pradesh","9","Fertilisers",0.22
2630,"2010","Uttar Pradesh","9","Sponge Iron",0.11
2631,"2013","Uttar Pradesh","9","Sponge Iron",0.12
2632,"2017","Uttar Pradesh","9","Other Basic-Metal (Aluminium Etc)",0.32
2633,"2014","Uttar Pradesh","9","Power (Utility)",0.35
2634,"2007","Uttar Pradesh","9","Power (Utility)",3.57
2635,"2016","Uttar Pradesh","9","Power (Utility)",0.23
2636,"2009","Uttar Pradesh","9","Power (Utility)",0.04
2637,"2018","Uttar Pradesh","9","Power (Utility)",0.35
2638,"2015","Uttar Pradesh","9","Power (Utility)",59.42
2639,"2008","Uttar Pradesh","9","Other Basic-Metal (Aluminium Etc)",0.33
2640,"2011","Uttar Pradesh","9","Power (Utility)",0.25
2641,"2010","Uttar Pradesh","9","Power (Utility)",0.2
2642,"2006","Uttar Pradesh","9","Pulp and Paper",0.03
2643,"2007","Uttar Pradesh","9","Chemical",0.13
2644,"2006","Uttar Pradesh","9","Power (Utility)",41.49
2645,"2009","Uttar Pradesh","9","Metallurgical Use- Cokeries",0.07
2646,"2017","Uttar Pradesh","9","Power (Captive)",4.24
2647,"2008","Uttar Pradesh","9","Power (Captive)",4.41
2648,"2016","Uttar Pradesh","9","Power (Captive)",4.5
2649,"2017","Uttar Pradesh","9","Chemical",0.01
2650,"2009","Uttar Pradesh","9","Fertilisers",0.26
2651,"2009","Uttar Pradesh","9","Other Basic-Metal (Aluminium Etc)",0.26
2652,"2012","Uttar Pradesh","9","Pulp and Paper",0.0
2653,"2013","Uttar Pradesh","9","Chemical",0.02
2654,"2017","Uttar Pradesh","9","Metallurgical Use- Cokeries",0.23
2655,"2016","Uttar Pradesh","9","Chemical",0.01
2656,"2006","Uttar Pradesh","9","Other Basic-Metal (Aluminium Etc)",0.01
2657,"2017","Uttar Pradesh","9","Power (Utility)",0.07
2658,"2009","Uttar Pradesh","9","Pulp and Paper",0.03
2659,"2020","Uttar Pradesh","9","Power (Utility)",3.52
2660,"2015","Uttar Pradesh","9","Other Basic-Metal (Aluminium Etc)",0.26
2661,"2015","Uttar Pradesh","9","Cement",0.13
2662,"2019","Uttar Pradesh","9","Power (Captive)",4.97
2663,"2011","Uttar Pradesh","9","Chemical",0.02
2664,"2009","Uttar Pradesh","9","Textiles and Rayons",1.47
2665,"2009","Uttar Pradesh","9","Other",2.41
2666,"2012","Uttar Pradesh","9","Power (Utility)",48.05
2667,"2014","Uttar Pradesh","9","Power (Captive)",4.19
2668,"2018","Uttar Pradesh","9","Fertilisers",0.15
2669,"2020","Uttar Pradesh","9","Cement",0.16
2670,"2016","Uttar Pradesh","9","Other",4.88
2671,"2017","Uttar Pradesh","9","Sponge Iron",0.05
2672,"2020","Uttar Pradesh","9","Fertilisers",0.14
2673,"2007","Uttar Pradesh","9","Power (Captive)",0.11
2674,"2009","Uttar Pradesh","9","Sponge Iron",0.08
2675,"2016","Uttar Pradesh","9","Power (Utility)",61.87
2676,"2015","Uttar Pradesh","9","Chemical",0.01
2677,"2017","Uttar Pradesh","9","Cement",0.04
2678,"2017","Uttar Pradesh","9","Pulp and Paper",0.0
2679,"2007","Uttar Pradesh","9","Chemical",0.02
2680,"2021","Uttar Pradesh","9","Power (Utility)",2.09
2681,"2012","Uttar Pradesh","9","Cement",0.01
2682,"2016","Uttar Pradesh","9","Other Basic-Metal (Aluminium Etc)",0.25
2683,"2021","Uttar Pradesh","9","Other",5.74
2684,"2010","Uttar Pradesh","9","Other",4.6
2685,"2019","Uttar Pradesh","9","Cement",0.14
2686,"2015","Uttar Pradesh","9","Fertilisers",0.23
2687,"2020","Uttar Pradesh","9","Power (Utility)",75.14
2688,"2011","Uttar Pradesh","9","Power (Utility)",41.29
2689,"2010","Uttar Pradesh","9","Power (Captive)",3.54
2690,"2012","Uttar Pradesh","9","Fertilisers",0.29
2691,"2007","Uttar Pradesh","9","Other Basic-Metal (Aluminium Etc)",0.33
2692,"2014","Uttar Pradesh","9","Metallurgical Use- Cokeries",0.03
2693,"2006","Uttar Pradesh","9","Power (Captive)",4.57
2694,"2015","Uttar Pradesh","9","Power (Utility)",0.29
2695,"2019","Uttar Pradesh","9","Fertilisers",0.09
2696,"2008","Uttar Pradesh","9","Sponge Iron",0.03
2697,"2008","Uttar Pradesh","9","Fertilisers",0.19
2698,"2012","Uttar Pradesh","9","Chemical",0.01
2699,"2008","Uttar Pradesh","9","Chemical",0.0
2700,"2010","Uttar Pradesh","9","Pulp and Paper",0.03
2701,"2015","Uttar Pradesh","9","Sponge Iron",0.1
2702,"2007","Uttar Pradesh","9","Power (Captive)",4.39
2703,"2014","Uttar Pradesh","9","Sponge Iron",0.1
2704,"2007","Uttar Pradesh","9","Fertilisers",0.17
2705,"2007","Uttar Pradesh","9","Power (Utility)",45.36
2706,"2011","Uttar Pradesh","9","Cement",0.17
2707,"2015","Uttar Pradesh","9","Other",4.15
2708,"2019","Uttar Pradesh","9","Power (Utility)",71.78
2709,"2010","Uttar Pradesh","9","Other Basic-Metal (Aluminium Etc)",0.25
2710,"2014","Uttar Pradesh","9","Power (Utility)",8.17
2711,"2010","Uttar Pradesh","9","Power (Utility)",5.14
2712,"2019","Uttar Pradesh","9","Other",2.23
2713,"2018","Uttar Pradesh","9","Power (Captive)",4.49
2714,"2007","Uttar Pradesh","9","Other",3.51
2715,"2011","Uttar Pradesh","9","Sponge Iron",0.18
2716,"2011","Uttar Pradesh","9","Metallurgical Use- Cokeries",0.13
2717,"2012","Uttar Pradesh","9","Power (Captive)",3.8
2718,"2019","Uttar Pradesh","9","Other Basic-Metal (Aluminium Etc)",0.21
2719,"2021","Uttar Pradesh","9","Sponge Iron",0.18
2720,"2012","Uttar Pradesh","9","Power (Utility)",0.11
2721,"2009","Uttar Pradesh","9","Chemical",0.0
2722,"2007","Uttar Pradesh","9","Sponge Iron",0.0
2723,"2013","Uttar Pradesh","9","Bricks",1.24
2724,"2021","Uttar Pradesh","9","Power (Utility)",71.28
2725,"2018","Uttar Pradesh","9","Cement",0.0
2726,"2019","Uttar Pradesh","9","Power (Utility)",0.24
2727,"2013","Uttar Pradesh","9","Power (Utility)",51.11
2728,"2012","Uttar Pradesh","9","Sponge Iron",0.52
2729,"2011","Uttar Pradesh","9","Pulp and Paper",0.02
2730,"2006","Uttar Pradesh","9","Fertilisers",0.01
2731,"2011","Uttar Pradesh","9","Power (Utility)",6.97
2732,"2018","Uttar Pradesh","9","Power (Utility)",4.05
2733,"2011","Uttar Pradesh","9","Power (Captive)",3.87
2734,"2020","Uttar Pradesh","9","Power (Captive)",4.2
2735,"2011","Uttar Pradesh","9","Other Basic-Metal (Aluminium Etc)",0.25
2736,"2013","Uttar Pradesh","9","Cement",0.17
2737,"2010","Uttar Pradesh","9","Cement",0.02
2738,"2013","Uttar Pradesh","9","Other",2.96
2739,"2013","Uttar Pradesh","9","Power (Utility)",8.8
2740,"2014","Uttar Pradesh","9","Power (Utility)",57.13
2741,"2020","Uttar Pradesh","9","Power (Captive)",0.09
2742,"2009","Uttar Pradesh","9","Power (Captive)",3.67
2743,"2016","Uttar Pradesh","9","Cement",0.21
2744,"2012","Uttar Pradesh","9","Power (Utility)",6.36
2745,"2021","Uttar Pradesh","9","Power (Captive)",4.24
2746,"2014","Uttar Pradesh","9","Fertilisers",0.25
2747,"2020","Uttar Pradesh","9","Other",6.52
2748,"2015","Uttar Pradesh","9","Power (Captive)",4.57
2749,"2010","Uttar Pradesh","9","Power (Utility)",43.87
2750,"2007","Uttar Pradesh","9","Pulp and Paper",0.04
2751,"2018","Uttar Pradesh","9","Power (Utility)",73.65
2752,"2019","Uttar Pradesh","9","Power (Utility)",4.44
2753,"2019","Uttar Pradesh","9","Sponge Iron",0.24
2754,"2010","Uttar Pradesh","9","Chemical",0.03
2755,"2018","Uttar Pradesh","9","Sponge Iron",0.11
2756,"2021","Uttar Pradesh","9","Cement",0.18
2757,"2013","Uttar Pradesh","9","Metallurgical Use- Cokeries",0.09
2758,"2009","Uttar Pradesh","9","Power (Utility)",4.64
2759,"2014","Uttar Pradesh","9","Cement",0.15
2760,"2010","Uttar Pradesh","9","Fertilisers",0.29
2761,"2009","Uttar Pradesh","9","Power (Captive)",0.8
2762,"2009","Uttar Pradesh","9","Power (Utility)",47.77
2763,"2011","Uttar Pradesh","9","Other",5.68
2764,"2008","Uttar Pradesh","9","Power (Utility)",4.46
2765,"2017","Uttar Pradesh","9","Other",11.09
2766,"2015","Uttar Pradesh","9","Metallurgical Use- Cokeries",0.13
2767,"2014","Uttar Pradesh","9","Bricks",2.71
2768,"2014","Uttar Pradesh","9","Other",2.42
2769,"2008","Uttar Pradesh","9","Pulp and Paper",0.03
2770,"2011","Uttar Pradesh","9","Fertilisers",0.32
2771,"2008","Uttar Pradesh","9","Power (Captive)",0.46
2772,"2017","Uttar Pradesh","9","Power (Utility)",69.34
2773,"2018","Uttar Pradesh","9","Other",6.1
2774,"2020","Uttar Pradesh","9","Sponge Iron",0.23
2775,"2013","Uttar Pradesh","9","Fertilisers",0.3
2776,"2011","Uttar Pradesh","9","Other",0.06
2777,"2018","Uttar Pradesh","9","Other Basic-Metal (Aluminium Etc)",0.27
2778,"2012","Uttar Pradesh","9","Other Basic-Metal (Aluminium Etc)",0.24
2779,"2008","Uttar Pradesh","9","Power (Utility)",44.3
2780,"2016","Uttar Pradesh","9","Sponge Iron",0.09
2781,"2011","Uttarakhand","5","Power (Captive)",0.4
2782,"2016","Uttarakhand","5","Power (Captive)",0.5
2783,"2006","Uttarakhand","5","Power (Captive)",0.39
2784,"2017","Uttarakhand","5","Power (Captive)",0.36
2785,"2006","Uttarakhand","5","Other",0.09
2786,"2007","Uttarakhand","5","Other",0.18
2787,"2020","Uttarakhand","5","Power (Captive)",0.65
2788,"2021","Uttarakhand","5","Other",0.28
2789,"2012","Uttarakhand","5","Power (Captive)",0.34
2790,"2019","Uttarakhand","5","Other",3.04
2791,"2008","Uttarakhand","5","Power (Captive)",0.34
2792,"2010","Uttarakhand","5","Power (Captive)",0.28
2793,"2013","Uttarakhand","5","Other",0.29
2794,"2009","Uttarakhand","5","Power (Captive)",0.31
2795,"2020","Uttarakhand","5","Other",0.32
2796,"2018","Uttarakhand","5","Power (Captive)",0.2
2797,"2009","Uttarakhand","5","Other",0.15
2798,"2006","Uttarakhand","5","Other Basic-Metal (Aluminium Etc)",0.31
2799,"2014","Uttarakhand","5","Power (Captive)",0.36
2800,"2007","Uttarakhand","5","Power (Captive)",0.36
2801,"2017","Uttarakhand","5","Other",0.1
2802,"2011","Uttarakhand","5","Other",0.34
2803,"2016","Uttarakhand","5","Other",0.08
2804,"2008","Uttarakhand","5","Textiles and Rayons",0.01
2805,"2012","Uttarakhand","5","Other",0.22
2806,"2021","Uttarakhand","5","Power (Captive)",0.27
2807,"2013","Uttarakhand","5","Power (Captive)",0.3
2808,"2018","Uttarakhand","5","Other",0.11
2809,"2015","Uttarakhand","5","Other",0.15
2810,"2010","Uttarakhand","5","Other",0.24
2811,"2015","Uttarakhand","5","Power (Captive)",0.3
2812,"2008","Uttarakhand","5","Other",0.27
2813,"2014","Uttarakhand","5","Other",0.15
2814,"2013","Uttarakhand","5","Pulp and Paper",0.0
2815,"2017","West Bengal","19","Power (Captive)",0.12
2816,"2011","West Bengal","19","Other Basic-Metal (Aluminium Etc)",0.0
2817,"2013","West Bengal","19","Power (Captive)",0.65
2818,"2017","West Bengal","19","Power (Utility)",0.38
2819,"2016","West Bengal","19","Textiles and Rayons",0.0
2820,"2011","West Bengal","19","Power (Utility)",0.39
2821,"2011","West Bengal","19","Power (Captive)",0.39
2822,"2017","West Bengal","19","Metallurgical Use- Direct Feed",0.09
2823,"2010","West Bengal","19","Power (Captive)",0.08
2824,"2017","West Bengal","19","Metallurgical Use- Cokeries",0.74
2825,"2013","West Bengal","19","Cement",0.01
2826,"2009","West Bengal","19","Power (Captive)",0.45
2827,"2014","West Bengal","19","Colliery Own - Consumption",0.27
2828,"2012","West Bengal","19","Other",4.26
2829,"2016","West Bengal","19","Metallurgical Use- Cokeries",1.23
2830,"2019","West Bengal","19","Other",0.08
2831,"2015","West Bengal","19","Metallurgical Use- Cokeries",0.41
2832,"2010","West Bengal","19","Metallurgical Use- Direct Feed",0.07
2833,"2007","West Bengal","19","Power (Captive)",0.28
2834,"2010","West Bengal","19","Steel (Boilers)",0.44
2835,"2008","West Bengal","19","Other",1.5
2836,"2014","West Bengal","19","Textiles and Rayons",0.0
2837,"2008","West Bengal","19","Chemical",0.03
2838,"2019","West Bengal","19","Textiles and Rayons",0.0
2839,"2009","West Bengal","19","Metallurgical Use- Cokeries",1.75
2840,"2019","West Bengal","19","Metallurgical Use- Cokeries",0.61
2841,"2011","West Bengal","19","Textiles and Rayons",0.02
2842,"2015","West Bengal","19","Power (Captive)",0.55
2843,"2006","West Bengal","19","Colliery Own - Consumption",0.45
2844,"2016","West Bengal","19","Sponge Iron",0.63
2845,"2007","West Bengal","19","Steel (Boilers)",0.47
2846,"2010","West Bengal","19","Steel (Boilers)",0.53
2847,"2009","West Bengal","19","Sponge Iron",1.33
2848,"2008","West Bengal","19","Metallurgical Use- Direct Feed",0.08
2849,"2013","West Bengal","19","Colliery Own - Consumption",0.2
2850,"2018","West Bengal","19","Power (Captive)",0.19
2851,"2012","West Bengal","19","Colliery Own - Consumption",0.25
2852,"2008","West Bengal","19","Textiles and Rayons",0.03
2853,"2008","West Bengal","19","Steel (Boilers)",0.36
2854,"2018","West Bengal","19","Pulp and Paper",0.04
2855,"2015","West Bengal","19","Steel (Boilers)",0.37
2856,"2018","West Bengal","19","Power (Utility)",0.11
2857,"2016","West Bengal","19","Power (Utility)",0.63
2858,"2021","West Bengal","19","Power (Utility)",41.16
2859,"2010","West Bengal","19","Chemical",0.04
2860,"2006","West Bengal","19","Steel (Boilers)",1.23
2861,"2021","West Bengal","19","Power (Captive)",0.22
2862,"2016","West Bengal","19","Steel (Boilers)",0.32
2863,"2007","West Bengal","19","Pulp and Paper",0.01
2864,"2012","West Bengal","19","Steel (Boilers)",0.18
2865,"2012","West Bengal","19","Power (Captive)",0.36
2866,"2007","West Bengal","19","Pulp and Paper",0.08
2867,"2011","West Bengal","19","Steel (Boilers)",0.44
2868,"2015","West Bengal","19","Metallurgical Use- Direct Feed",0.11
2869,"2013","West Bengal","19","Power (Captive)",5.5
2870,"2007","West Bengal","19","Power (Captive)",0.1
2871,"2020","West Bengal","19","Power (Captive)",0.73
2872,"2006","West Bengal","19","Cement",0.01
2873,"2012","West Bengal","19","Chemical",0.01
2874,"2019","West Bengal","19","Chemical",0.0
2875,"2006","West Bengal","19","Chemical",0.02
2876,"2013","West Bengal","19","Power (Utility)",0.34
2877,"2012","West Bengal","19","Metallurgical Use- Direct Feed",0.13
2878,"2015","West Bengal","19","Pulp and Paper",0.06
2879,"2019","West Bengal","19","Bricks",0.01
2880,"2007","West Bengal","19","Power (Utility)",0.02
2881,"2021","West Bengal","19","Power (Utility)",0.15
2882,"2021","West Bengal","19","Cokeries",0.59
2883,"2008","West Bengal","19","Power (Utility)",0.01
2884,"2014","West Bengal","19","Chemical",0.02
2885,"2013","West Bengal","19","Other",3.43
2886,"2016","West Bengal","19","Steel (Boilers)",0.25
2887,"2015","West Bengal","19","Power (Utility)",0.1
2888,"2021","West Bengal","19","Other",3.58
2889,"2007","West Bengal","19","Metallurgical Use- Cokeries",0.01
2890,"2017","West Bengal","19","Metallurgical Use- Cokeries",0.02
2891,"2012","West Bengal","19","Power (Captive)",0.22
2892,"2017","West Bengal","19","Power (Captive)",0.67
2893,"2021","West Bengal","19","Colliery Own - Consumption",0.18
2894,"2017","West Bengal","19","Other",2.18
2895,"2013","West Bengal","19","Steel (Boilers)",0.41
2896,"2020","West Bengal","19","Pulp and Paper",0.01
2897,"2013","West Bengal","19","Textiles and Rayons",0.01
2898,"2018","West Bengal","19","Textiles and Rayons",0.0
2899,"2014","West Bengal","19","Metallurgical Use- Direct Feed",0.04
2900,"2014","West Bengal","19","Power (Captive)",0.63
2901,"2006","West Bengal","19","Metallurgical Use- Cokeries",1.44
2902,"2009","West Bengal","19","Power (Utility)",34.89
2903,"2020","West Bengal","19","Cokeries",0.55
2904,"2017","West Bengal","19","Bricks",0.01
2905,"2021","West Bengal","19","Sponge Iron",0.65
2906,"2016","West Bengal","19","Other",0.01
2907,"2016","West Bengal","19","Colliery Own - Consumption",0.22
2908,"2012","West Bengal","19","Textiles and Rayons",0.0
2909,"2016","West Bengal","19","Power (Utility)",0.49
2910,"2019","West Bengal","19","Pulp and Paper",0.03
2911,"2009","West Bengal","19","Metallurgical Use- Cokeries",0.01
2912,"2009","West Bengal","19","Steel (Boilers)",0.43
2913,"2015","West Bengal","19","Power (Utility)",40.79
2914,"2019","West Bengal","19","Metallurgical Use- Direct Feed",0.3
2915,"2011","West Bengal","19","Pulp and Paper",0.07
2916,"2006","West Bengal","19","Metallurgical Use- Direct Feed",0.19
2917,"2018","West Bengal","19","Metallurgical Use- Cokeries",0.65
2918,"2021","West Bengal","19","Power (Captive)",0.41
2919,"2012","West Bengal","19","Colliery Staff",0.11
2920,"2018","West Bengal","19","Cement",0.0
2921,"2013","West Bengal","19","Other Basic-Metal (Aluminium Etc)",0.08
2922,"2006","West Bengal","19","Other Basic-Metal (Aluminium Etc)",0.03
2923,"2020","West Bengal","19","Power (Utility)",0.79
2924,"2012","West Bengal","19","Cement",0.02
2925,"2017","West Bengal","19","Steel (Boilers)",0.06
2926,"2016","West Bengal","19","Power (Utility)",43.59
2927,"2007","West Bengal","19","Sponge Iron",1.16
2928,"2018","West Bengal","19","Metallurgical Use- Direct Feed",0.1
2929,"2008","West Bengal","19","Steel (Boilers)",0.07
2930,"2008","West Bengal","19","Metallurgical Use- Cokeries",1.26
2931,"2008","West Bengal","19","Power (Captive)",0.29
2932,"2014","West Bengal","19","Metallurgical Use- Cokeries",0.75
2933,"2008","West Bengal","19","Sponge Iron",1.45
2934,"2011","West Bengal","19","Cement",0.01
2935,"2009","West Bengal","19","Power (Captive)",0.09
2936,"2019","West Bengal","19","Power (Captive)",0.45
2937,"2016","West Bengal","19","Bricks",0.01
2938,"2017","West Bengal","19","Chemical",0.0
2939,"2007","West Bengal","19","Chemical",0.03
2940,"2014","West Bengal","19","Steel (Boilers)",0.35
2941,"2018","West Bengal","19","Power (Utility)",44.48
2942,"2016","West Bengal","19","Power (Captive)",0.25
2943,"2014","West Bengal","19","Metallurgical Use- Cokeries",0.0
2944,"2009","West Bengal","19","Power (Utility)",0.68
2945,"2017","West Bengal","19","Sponge Iron",0.47
2946,"2006","West Bengal","19","Other",1.02
2947,"2014","West Bengal","19","Cement",0.02
2948,"2007","West Bengal","19","Power (Utility)",31.14
2949,"2015","West Bengal","19","Colliery Own - Consumption",0.24
2950,"2007","West Bengal","19","Other",2.12
2951,"2019","West Bengal","19","Other",2.02
2952,"2021","West Bengal","19","Power (Utility)",0.76
2953,"2011","West Bengal","19","Metallurgical Use- Cokeries",0.21
2954,"2014","West Bengal","19","Sponge Iron",0.03
2955,"2011","West Bengal","19","Metallurgical Use- Cokeries",1.99
2956,"2014","West Bengal","19","Other",3.04
2957,"2015","West Bengal","19","Textiles and Rayons",0.0
2958,"2011","West Bengal","19","Chemical",0.04
2959,"2014","West Bengal","19","Power (Utility)",0.14
2960,"2012","West Bengal","19","Sponge Iron",0.48
2961,"2010","West Bengal","19","Power (Utility)",0.53
2962,"2019","West Bengal","19","Power (Utility)",49.13
2963,"2014","West Bengal","19","Bricks",0.02
2964,"2009","West Bengal","19","Cement",0.01
2965,"2009","West Bengal","19","Colliery Own - Consumption",0.15
2966,"2019","West Bengal","19","Cement",0.0
2967,"2018","West Bengal","19","Sponge Iron",0.48
2968,"2014","West Bengal","19","Metallurgical Use- Cokeries",0.02
2969,"2017","West Bengal","19","Textiles and Rayons",0.0
2970,"2010","West Bengal","19","Sponge Iron",1.05
2971,"2021","West Bengal","19","Cement",0.0
2972,"2011","West Bengal","19","Colliery Own - Consumption",0.24
2973,"2013","West Bengal","19","Pulp and Paper",0.09
2974,"2010","West Bengal","19","Power (Captive)",0.16
2975,"2015","West Bengal","19","Sponge Iron",0.06
2976,"2015","West Bengal","19","Cement",0.02
2977,"2016","West Bengal","19","Other",1.96
2978,"2017","West Bengal","19","Metallurgical Use- Direct Feed",0.12
2979,"2019","West Bengal","19","Sponge Iron",0.77
2980,"2007","West Bengal","19","Textiles and Rayons",0.03
2981,"2020","West Bengal","19","Power (Utility)",48.1
2982,"2015","West Bengal","19","Sponge Iron",1.35
2983,"2006","West Bengal","19","Colliery Staff",0.01
2984,"2009","West Bengal","19","Power (Captive)",0.16
2985,"2007","West Bengal","19","Power (Utility)",0.47
2986,"2009","West Bengal","19","Steel (Boilers)",0.39
2987,"2008","West Bengal","19","Cement",0.01
2988,"2017","West Bengal","19","Cement",0.0
2989,"2010","West Bengal","19","Power (Utility)",33.86
2990,"2008","West Bengal","19","Power (Utility)",31.9
2991,"2015","West Bengal","19","Power (Captive)",7.27
2992,"2011","West Bengal","19","Metallurgical Use- Direct Feed",0.08
2993,"2010","West Bengal","19","Other",2.24
2994,"2012","West Bengal","19","Power (Utility)",1.97
2995,"2011","West Bengal","19","Sponge Iron",1.09
2996,"2018","West Bengal","19","Colliery Own - Consumption",0.19
2997,"2013","West Bengal","19","Sponge Iron",1.32
2998,"2017","West Bengal","19","Pulp and Paper",0.01
2999,"2020","West Bengal","19","Sponge Iron",0.64
3000,"2017","West Bengal","19","Power (Utility)",47.45
3001,"2018","West Bengal","19","Power (Utility)",0.89
3002,"2010","West Bengal","19","Metallurgical Use- Cokeries",1.89
3003,"2015","West Bengal","19","Metallurgical Use- Cokeries",0.02
3004,"2008","West Bengal","19","Power (Captive)",0.24
3005,"2009","West Bengal","19","Chemical",0.04
3006,"2006","West Bengal","19","Sponge Iron",1.25
3007,"2007","West Bengal","19","Colliery Own - Consumption",0.19
3008,"2016","West Bengal","19","Metallurgical Use- Cokeries",0.02
3009,"2014","West Bengal","19","Power (Captive)",4.45
3010,"2012","West Bengal","19","Metallurgical Use- Cokeries",0.51
3011,"2019","West Bengal","19","Steel (Boilers)",0.17
3012,"2014","West Bengal","19","Power (Utility)",0.0
3013,"2009","West Bengal","19","Colliery Own - Consumption",0.0
3014,"2013","West Bengal","19","Power (Utility)",0.29
3015,"2019","West Bengal","19","Power (Captive)",0.2
3016,"2008","West Bengal","19","Colliery Own - Consumption",0.17
3017,"2021","West Bengal","19","Power (Captive)",0.47
3018,"2013","West Bengal","19","Colliery Staff",0.0
3019,"2016","West Bengal","19","Cement",0.01
3020,"2008","West Bengal","19","Colliery Own - Consumption",0.0
3021,"2018","West Bengal","19","Chemical",0.0
3022,"2015","West Bengal","19","Chemical",0.01
3023,"2010","West Bengal","19","Pulp and Paper",0.06
3024,"2019","West Bengal","19","Colliery Own - Consumption",0.18
3025,"2020","West Bengal","19","Metallurgical Use- Direct Feed",0.22
3026,"2013","West Bengal","19","Chemical",0.01
3027,"2015","West Bengal","19","Power (Utility)",0.3
3028,"2017","West Bengal","19","Colliery Own - Consumption",0.2
3029,"2021","West Bengal","19","Metallurgical Use- Direct Feed",0.2
3030,"2019","West Bengal","19","Power (Utility)",0.01
3031,"2009","West Bengal","19","Textiles and Rayons",0.03
3032,"2010","West Bengal","19","Metallurgical Use- Cokeries",0.02
3033,"2010","West Bengal","19","Power (Captive)",0.32
3034,"2011","West Bengal","19","Power (Captive)",0.46
3035,"2008","West Bengal","19","Metallurgical Use- Cokeries",0.01
3036,"2019","West Bengal","19","Other",0.14
3037,"2018","West Bengal","19","Bricks",0.01
